Vmag,Plx,e_Plx,B-V,SpType,Amag,TargetClass
7.97,5.55,0.95,0.181,A3IV,16.691465,1
6.96,5.54,1.13,1.079,K0III,15.677548,0
6.52,1.02,0.86,1.984,K5II,11.563001,0
10.3,3.88,1.02,0.52,F3/F5IV/V,18.24416,1
8.21,2.99,0.84,1.161,K1III,15.588356,0
5.53,12.73,0.57,0.174,A5V,16.054142,1
7.8,3.25,1.23,0.131,A2IV/V,15.359417,1
8.8,-0.32,0.97,0.022,B0.5III,11.32575,0
8.9,-1.47,1.44,0.232,B2III...,14.736587,0
8.27,2.86,0.69,0.02,B9.5V,15.55183,1
8.88,1.52,1.31,0.946,G8III,14.789218,0
9.84,43.0,1.67,1.346,K7V,23.007343,1
7.3,0.79,0.64,1.702,M0III,11.788136,0
9.78,6.08,1.49,0.67,G2/G3V,18.699516,1
6.53,1.18,1.1,-0.099,B4Vn,11.88941,1
7.41,2.01,0.53,0.044,B8V,13.92598,1
9.0,1.81,0.8,1.488,K4III,15.288393,0
8.8,1.5,1.24,1.249,K1/K2III,14.680456,0
2.68,6.23,0.71,-0.184,B2III,11.652441,0
9.35,3.35,1.0,0.396,F5IV/V,16.975224,1
6.78,8.62,0.82,0.159,A3V,16.457537,1
8.98,9.77,1.66,0.686,G5V:,18.929474,1
9.57,5.22,1.66,0.425,A9V,18.158352,1
9.9,7.86,2.68,0.685,G6III,19.377113,0
4.53,3.03,0.94,0.6,F7II,11.937214,0
8.79,-0.64,1.45,1.061,G8III,12.8209,0
6.73,7.6,0.55,0.909,G8III,16.134068,0
8.22,3.38,1.25,1.225,K2III,15.864584,0
10.03,6.84,1.88,0.528,F2V,19.20528,1
7.44,4.79,1.16,0.062,A0IV/V,15.841679,1
9.58,11.5,1.07,0.745,G5V,19.883488,1
8.4,0.73,1.05,0.101,B9IV,12.716614,1
7.57,48.06,1.14,0.868,K2V,20.978918,1
5.45,10.45,0.81,0.966,G8III,15.545582,0
8.8,2.58,1.45,0.901,G5V,15.858099,1
7.63,1.46,1.09,0.07,B8III/IV,13.451765,1
9.33,4.24,1.42,0.378,F8/G0V,17.46683,1
9.56,5.14,1.42,0.688,G3V,18.114815,1
8.74,2.09,1.19,0.089,A1V,15.340732,1
8.01,5.51,1.16,1.129,K1III,16.71576,0
8.71,5.42,0.85,0.452,F3V,17.379997,1
9.34,7.57,0.92,0.485,F5V,18.73548,1
5.38,9.61,0.73,-0.035,A0Vs,15.293617,1
8.89,4.15,1.68,-0.02,B8/B9V,16.98024,1
8.61,7.14,1.26,0.411,F2V,17.87849,1
8.95,3.52,1.74,1.35,G8IV,16.682713,1
7.23,3.82,0.86,1.43,K2III,15.140318,0
6.83,-1.23,0.96,0.874,G0Ia,12.279526,0
8.02,7.53,1.1,1.004,K0III,17.403976,0
8.11,15.89,0.7,0.58,G0V,19.11562,1
8.67,-0.72,1.34,0.943,G8III,12.956663,0
5.41,6.25,0.53,-0.101,B8II-IIIp..,14.3894005,0
8.27,4.1,0.86,1.151,K1/K2III,16.33392,0
8.77,28.63,1.12,0.78,K0V,21.054108,1
4.56,7.97,1.1,1.554,K5III,14.067291,0
7.27,3.34,0.62,-0.068,B9V,14.888733,1
8.67,9.32,0.91,0.531,F5V,18.517078,1
10.8,-2.26,1.56,0.347,A5Ia:,17.570541,0
8.06,8.65,0.87,0.405,F3V,17.745079,1
7.7,1.39,3.59,1.268,K3III+...,13.415073,0
8.35,4.25,0.78,0.364,F2IV,16.491945,1
5.5,6.77,0.54,-0.125,B9IV,14.652944,1
8.66,9.99,2.71,0.56,G1/G2V:,18.657827,1
8.94,1.59,1.32,1.181,K1IV,14.946985,1
9.04,4.38,1.38,0.658,G1V,17.247372,1
6.92,6.18,1.03,0.158,A2/A3IV,15.874943,1
8.15,1.31,1.01,1.316,K1IV,13.736357,1
8.67,5.48,1.3,0.223,B9V,17.363903,1
8.78,2.13,0.86,0.94,G8III/IV,15.421898,1
8.6,1.15,0.82,0.325,F0V,13.903489,1
6.95,8.33,0.72,0.261,F0III,16.553225,0
8.4,1.36,0.74,1.626,M1III,14.067695,0
8.3,6.29,1.25,0.327,F0IV,17.293253,1
7.64,8.1,0.85,0.307,A7/A8III/IV,17.182425,1
8.71,2.11,1.09,0.987,G6IV,15.331412,1
8.49,2.84,1.37,0.051,B9V,15.756592,1
7.49,4.62,0.61,0.969,G8III,15.81321,0
7.65,2.6,0.87,0.123,B4IV,14.724867,1
7.98,5.36,1.03,0.9,G8III,16.625824,0
7.88,2.83,1.01,0.026,A0V,15.138932,1
8.27,3.09,0.66,0.075,A0IV/V,15.719793,1
8.16,2.71,0.89,1.123,K1III,15.324846,0
8.35,0.93,0.98,1.457,K4III,13.192415,0
7.69,2.34,0.82,1.58,K5III,14.536079,0
8.54,1.9,0.78,1.09,K0III,14.933768,0
9.33,0.85,1.35,-0.034,B9IV/V,13.977095,1
8.24,3.16,1.0,1.458,K8V,15.738436,1
8.14,9.52,1.12,0.562,F8V,18.033184,1
7.76,3.18,0.99,1.107,K0III,15.272136,0
9.28,12.88,1.54,0.65,G3IV,19.829578,1
7.86,3.21,0.66,1.015,G6III,15.392525,0
6.8,5.78,0.87,-0.03,B9V,15.609639,1
7.97,1.63,1.11,0.999,G8III,14.030938,0
7.39,6.18,0.66,0.121,A2V,16.344942,1
6.71,6.94,0.71,1.109,K1III,15.916798,0
9.06,1.08,1.19,0.13,B3II/III,14.227119,0
8.17,3.51,1.28,-0.06,B6V,15.896536,1
6.35,4.69,0.87,0.039,B9IV,14.705864,1
8.69,7.72,1.34,0.365,A5II,18.128086,0
9.47,2.75,1.38,0.42,F0V,16.666664,1
9.0,2.43,0.95,1.082,K0III,15.928032,0
6.49,13.87,0.7,0.199,A5IV/V,17.200382,1
8.72,-0.65,1.07,1.379,K3III,12.784567,0
7.46,1.28,1.01,1.088,G5/G6IVw,12.99605,1
8.2,4.54,1.14,0.15,B8/B9IV,16.48528,1
7.51,6.13,0.68,0.046,A0V,16.447304,1
7.66,4.1,0.85,1.298,K4III,15.723919,0
8.81,3.34,1.27,1.244,K1/K2III,16.428734,0
9.84,3.13,1.0,0.819,G8IV/V:,17.317722,1
6.9,27.26,0.91,0.531,F8V,19.07763,1
8.85,6.18,1.08,0.6,F8IV-V,17.804943,1
8.94,-0.28,3.16,0.461,A9IV(m),11.175789,1
8.94,12.02,0.77,0.587,G3V,19.339523,1
9.72,5.96,1.69,0.609,G3V,18.596231,1
10.43,16.86,2.2,1.0,K5V,21.56429,1
2.06,53.52,0.79,1.011,K0IIIb,15.7025795,0
8.13,-0.16,1.02,0.474,F2III,9.1506,0
8.06,5.03,0.68,0.19,A5IV,16.56784,1
10.0,6.6,2.4,0.524,F3V,19.097721,1
8.88,1.79,1.24,1.047,K0III/IV,15.144265,1
7.3,13.63,1.04,0.677,G5V,17.972479,1
6.0,14.03,0.92,0.23,A7Vn,16.735287,1
7.66,5.47,2.0,0.496,F3/F5V,16.349937,1
9.43,14.69,3.6,0.896,K1V,20.26511,1
6.99,5.13,0.77,0.011,B9V,15.540586,1
9.37,2.82,2.33,0.5,F8/G0V,16.621246,1
7.15,0.96,0.91,-0.073,B1/B2Ib/IIn,12.061356,0
5.42,14.57,1.34,0.414,F3V,16.237297,1
7.88,21.66,1.22,0.579,F8/G0V,19.558292,1
10.03,11.98,1.49,0.636,G3V,20.422283,1
10.49,32.06,2.18,1.226,K5V,23.019817,1
9.38,6.04,1.21,0.338,A9V,18.285185,1
5.04,3.91,0.67,1.107,G5II,13.000884,0
4.77,21.24,2.05,0.139,A4V,16.405773,1
5.1,9.44,0.86,0.589,G8III+...,14.974859,0
6.56,14.29,1.64,0.344,F2V:,17.335161,1
6.6,4.23,0.78,0.94,G8II/III,14.731703,0
7.95,1.1,1.38,0.004,B7III,13.156963,0
4.54,18.52,0.88,0.914,G8III,15.878205,0
7.35,2.48,1.0,1.502,M3III,14.322258,0
7.55,1.93,0.98,1.556,M2III,13.977787,0
9.11,13.09,1.41,0.541,F7V,19.694698,1
8.0,7.43,0.97,0.546,F6V,17.354944,1
8.73,3.16,1.28,1.482,K3III,16.228436,0
8.66,1.31,0.85,0.051,B5V,14.246357,1
7.22,13.09,0.94,0.891,K0III,17.804697,0
8.29,13.14,0.97,0.488,F6V,18.882977,1
7.99,8.04,0.7,0.907,K0III,17.516281,0
8.55,2.87,1.26,0.436,F3IV/V,15.83941,1
6.22,1.51,0.63,1.733,K3/K4II,12.114885,0
7.92,4.74,1.0,1.208,K1III,16.298893,0
7.5,10.52,0.99,0.368,F2II,17.610079,0
8.2,2.9,0.79,-0.019,B9V,15.51199,1
9.22,3.89,1.35,0.89,G8III,17.169748,0
8.41,6.4,0.69,0.96,K0V,17.440899,1
9.57,3.46,1.67,0.397,F2V,17.26538,1
7.09,5.19,0.67,1.008,G8/K0III,15.665836,0
8.72,5.11,0.74,0.307,F2V,17.262104,1
9.35,19.87,2.56,0.821,K0V,20.840988,1
8.43,4.24,1.13,0.99,K0III:,16.56683,0
5.97,28.44,0.77,0.921,K1V,18.239649,1
7.72,1.83,0.84,0.943,G8III,14.032255,0
8.28,9.6,0.72,0.966,K1III,18.191357,0
6.48,4.89,0.69,0.664,A2V,14.926544,1
7.47,3.17,0.85,0.838,G3/G5III,14.975296,0
8.73,1.01,1.4,1.255,K1III,13.751606,0
7.7,7.85,0.71,0.26,A9V,17.174347,1
8.08,3.85,1.03,1.207,K2IIICN...,16.007303,0
9.08,4.95,0.87,1.082,K1II/III,17.553024,0
7.6,2.5,0.57,1.501,K5III,14.589701,0
7.35,15.95,0.9,0.497,F7V,18.363804,1
8.98,2.07,1.53,1.096,G8II/III,15.559851,0
6.83,5.02,1.04,-0.068,B9V,15.333519,1
8.82,4.54,1.33,1.326,K2III,17.105278,0
4.92,0.85,0.81,1.905,K5Iabvar,9.567095,0
12.23,35.36,30.29,1.436,K7V:,24.97256,1
10.25,5.19,1.91,0.488,G2V,18.825836,1
7.76,4.72,0.96,1.119,K1III,16.129711,0
8.64,2.19,1.14,-0.077,B3V,15.34222,1
7.58,3.23,0.57,0.088,A3V,15.126013,1
9.05,24.87,1.15,0.79,G9V,21.028378,1
9.13,0.84,1.27,0.081,B8III,13.751396,0
8.92,0.2,1.35,0.113,B9IV/V,10.42515,1
7.78,15.26,1.03,0.563,F8/G0V,18.697773,1
5.97,5.37,0.76,0.056,A2IV,14.619871,1
8.01,2.09,0.73,1.112,K2IIICN...,14.610732,0
8.78,-0.47,1.12,0.084,B1V,12.14049,1
8.61,3.27,1.42,1.0,K0IV,16.18274,1
7.58,6.29,0.62,0.087,A1/A2V,16.573254,1
8.43,21.04,1.21,0.682,G5V,20.045229,1
7.81,3.38,0.75,1.351,K2III,15.454584,0
8.45,1.11,1.16,1.378,K2III,13.676615,0
7.8,1.48,1.01,1.419,K3III,13.651309,0
8.27,9.06,1.14,0.4,F2V,18.055641,1
8.83,6.01,0.91,0.4,F2V,17.724373,1
7.5,1.47,1.05,0.112,B8II/III,13.336587,0
8.76,0.55,0.79,1.008,G8III,12.461814,0
9.94,5.0,1.61,0.537,F2V,18.434849,1
8.72,4.97,0.71,0.1,A2V,17.201782,1
7.59,2.68,0.83,-0.028,B8V,14.730675,1
8.32,3.25,0.86,0.936,G6III,15.879416,0
8.65,20.91,1.13,0.704,G5V,20.25177,1
8.94,9.51,1.37,0.45,F3/F5V,18.830902,1
10.05,7.5,1.52,0.541,F8V,19.425306,1
9.18,10.83,0.9,0.705,G3V,19.353142,1
9.95,1.23,1.01,0.181,B9IV/V,15.399526,1
7.34,7.79,1.04,0.925,B8III,16.797688,0
8.73,3.77,0.79,0.429,F4III,16.611706,0
9.16,-1.34,1.62,1.158,K2III,14.795524,0
8.57,13.45,1.16,0.546,F7V,19.213612,1
8.01,6.62,0.94,0.065,A0V,17.11429,1
6.49,2.62,1.03,-0.089,B5Vp,13.581507,1
7.21,2.26,0.79,1.766,M3:III,13.980542,0
7.88,7.25,1.15,0.262,F0V,17.18169,1
6.42,5.68,0.79,1.596,M4III,15.191742,0
8.37,8.86,1.46,0.595,F7V,18.107168,1
7.33,1.28,0.86,1.431,K2III,12.86605,0
9.27,2.32,1.0,1.143,K1III,16.09744,0
5.72,8.93,0.54,0.961,K1III,15.4742565,0
6.58,5.32,0.56,0.898,G5III,15.2095585,0
7.11,2.56,0.87,1.499,K4III,14.151199,0
7.88,31.88,0.98,0.716,G8V,20.39759,1
8.7,3.48,0.69,1.071,K0III,16.407896,0
8.05,4.8,0.68,0.116,A2V,16.456207,1
5.44,12.49,0.75,0.31,F2V,15.9228115,1
7.59,1.7,0.97,-0.06,B5V,13.742245,1
9.51,9.67,1.56,0.68,G5V,19.437132,1
8.44,3.58,1.08,0.297,A9V,16.209415,1
7.16,5.0,0.73,1.154,K2III,15.65485,0
7.4,0.24,0.65,0.318,B8Ib,9.301056,0
6.51,6.31,0.88,0.141,B8V,15.510147,1
8.09,18.56,0.62,0.578,F8V,19.43289,1
8.15,3.56,0.98,0.062,A2V,15.907249,1
8.54,2.08,1.08,1.181,K1III,15.130316,0
3.85,31.72,0.55,0.051,A2V,16.356667,1
8.57,5.16,1.08,0.42,F0/F2IV/V,17.133247,1
9.09,2.27,1.27,0.69,K2III,15.870129,0
8.86,2.63,1.24,1.181,K1III,15.959778,0
8.8,4.66,1.36,0.987,G8/K0IV,17.14193,1
9.95,12.19,1.8,0.807,G8V,20.38002,1
8.5,-1.5,0.98,0.2,B1Ibp,14.380456,0
8.18,1.68,0.92,-0.01,B9V,14.306547,1
7.45,8.63,0.6,0.364,F0IV,17.130054,1
7.1,7.42,0.56,0.068,A0V,16.452019,1
9.62,7.88,1.06,0.686,G5V,19.10263,1
8.33,2.52,0.96,1.563,M3III,15.337003,0
8.08,1.65,1.09,0.275,B9IV/Vn...,14.167419,1
8.02,3.27,1.02,1.668,M2III,15.592739,0
7.23,3.89,0.88,1.339,K1III,15.179749,0
7.8,9.63,0.65,0.448,F5V,17.718132,1
8.78,3.95,1.07,1.088,K0III,16.762985,0
6.91,5.41,0.92,-0.036,B9III,15.575986,0
7.87,13.64,0.62,0.556,G0IV,18.544071,1
8.0,3.39,0.87,1.356,K3III,15.650999,0
7.94,1.32,0.99,0.001,B8Vn...,13.54287,1
7.42,4.88,0.98,1.089,G9III+...,15.862099,0
7.35,15.58,0.9,0.5,F6V,18.312838,1
6.66,0.49,1.01,0.911,G2II,10.11098,0
7.76,6.54,0.85,1.136,K0III,16.837889,0
7.38,2.56,0.74,1.604,M1III,14.4212,0
11.07,1.37,3.9,0.12,O9V,16.753603,1
9.53,37.12,1.41,1.112,K3V,22.37804,1
7.76,16.1,0.66,0.46,F3/F5V,18.794128,1
6.58,-0.1,0.74,0.118,B2Ia,6.58,0
8.85,-0.96,1.22,1.083,G6III,13.761356,0
6.32,23.72,0.77,0.45,F5V,18.195574,1
8.44,25.44,0.93,0.737,G8V,20.467587,1
9.72,3.89,1.58,0.499,F2V,17.669748,1
8.89,2.0,1.12,1.508,K3IV,15.395151,1
7.52,9.82,1.25,0.5,A2V+...,17.480556,1
8.78,2.01,1.57,0.192,B0II,15.29598,0
8.57,0.1,1.07,1.581,K3/K4III,8.57,0
8.78,8.0,0.99,0.76,G6V,18.295448,1
8.2,0.83,1.33,1.622,K4/K5III:,12.79539,0
3.32,10.03,0.83,1.528,M3IIIvar,13.326504,0
6.13,13.43,0.88,1.006,K0.5III,16.770382,0
8.14,2.34,0.87,1.06,K0III,14.98608,0
9.26,10.06,0.79,0.552,F7V,19.272991,1
7.27,4.42,0.61,1.212,K1III,15.49711,0
7.74,2.81,1.91,0.434,F3IV/V,14.983532,1
7.86,1.47,1.09,1.364,K3Ib,13.696587,0
9.56,4.05,3.64,-0.001,F2V+...,17.597275,1
10.49,161.77,11.29,1.463,M2V:,26.53449,1
7.38,4.25,1.02,1.039,K0III,15.521945,0
9.04,7.65,1.4,0.672,G1V,18.458307,1
8.91,1.22,1.32,1.613,K1III:,14.341799,0
6.22,113.46,0.82,1.049,K3V,21.494213,1
8.76,1.07,1.41,1.094,K2III,13.9069195,0
8.42,5.91,1.05,0.511,F5V,17.277939,1
8.84,1.93,1.28,-0.112,B8III,15.267786,0
2.84,5.41,0.76,1.479,K3Ib-II,11.505986,0
7.67,3.08,1.07,-0.074,B3Vn,15.112753,1
7.74,41.7,1.14,0.804,K0V,20.84068,1
7.83,3.34,1.24,1.17,K1III,15.448732,0
6.02,3.24,0.64,0.069,A2Vn,13.572725,1
9.13,6.73,1.26,0.526,F5V,18.270077,1
7.97,2.59,0.96,1.352,K2III,15.036499,0
8.19,1.05,1.13,1.118,K1III+...,13.295946,0
6.39,12.01,0.84,1.143,K1III,16.787716,0
7.63,13.46,1.61,0.491,F5V,18.275227,1
8.54,9.56,0.76,0.48,F6V,18.44229,1
7.87,6.83,1.45,0.439,F4V,17.042103,1
7.37,2.34,1.05,1.499,K0III,14.21608,0
8.25,14.96,1.03,0.735,G5IV,19.124657,1
8.51,6.85,1.03,0.362,F2V,17.688454,1
8.62,1.54,1.01,0.94,G8III,14.557604,0
4.77,8.05,0.83,1.417,K4III,14.298979,0
8.71,2.38,1.88,0.217,B9III/IV,15.592885,1
8.22,6.53,0.94,0.3,A9V,17.294567,1
9.42,6.37,2.74,0.519,F6V,18.440697,1
7.55,3.95,0.65,0.264,F0IV,15.532986,1
4.65,8.82,1.78,-0.122,B3V,14.377342,1
8.61,2.25,1.14,1.008,G8III,15.370913,0
9.43,7.26,1.2,0.64,G3/G5V,18.734684,1
7.56,5.74,0.92,1.039,K0III,16.354559,0
8.66,3.38,1.52,1.361,K3III,16.304585,0
8.47,1.39,1.19,1.289,K2III,14.185074,0
9.54,15.44,1.05,0.733,G5/G6V,20.483236,1
8.92,2.38,1.26,1.002,K0III,15.802885,0
6.85,7.4,0.92,1.029,K0III,16.19616,0
7.42,9.55,0.76,0.191,A1Vs,17.320017,1
8.68,11.79,1.0,0.86,K1IV,19.037569,1
8.82,1.71,1.49,0.509,F3/F5V,14.98498,1
7.81,13.74,0.7,0.485,F7V,18.499933,1
9.08,9.76,1.44,0.478,F3V,19.027248,1
7.26,6.03,0.95,1.096,K1III,16.161587,0
8.46,7.41,1.34,0.296,F0V,17.80909,1
9.31,1.09,0.92,1.051,G8III,14.497133,0
8.67,1.53,1.4,1.484,K2/K3III,14.593457,0
10.53,4.93,1.77,0.569,F6V,18.994234,1
7.62,2.0,0.88,1.54,K4/K5III,14.125151,0
8.93,37.41,1.1,1.024,K3/K4V,21.794937,1
5.15,10.66,0.84,1.138,K2III,15.288786,0
8.19,1.15,0.98,-0.05,B9V,13.493488,1
7.68,3.95,0.94,0.094,A5IV,15.662985,1
9.12,2.8,1.1,1.267,K0/K1III,16.35579,0
8.21,1.39,0.68,-0.008,B6III,13.925074,0
9.69,2.11,1.48,0.414,A0IV,16.311413,1
5.71,1.7,0.93,-0.212,B1V...,11.862245,1
8.69,2.23,1.16,1.02,G8III,15.431524,0
10.08,4.62,1.68,0.407,F2V,18.40321,1
8.92,1.49,1.22,1.12,G8III,14.785932,0
8.07,3.87,0.79,0.214,A7V,16.008554,1
9.11,-0.74,1.29,0.473,B8Ib,13.456158,0
8.24,0.19,1.52,0.109,B7III,9.633768,0
8.57,3.56,1.7,-0.07,B6Vwp...,16.32725,1
9.97,48.47,15.62,1.34,K7V,23.397366,1
6.51,6.65,0.56,0.97,K0II/IIICN.,15.624108,0
8.87,2.29,1.59,1.124,K1III,15.669178,0
7.91,6.93,2.27,0.649,A1V+...,17.113667,1
10.11,20.28,1.82,1.01,K3V,21.64534,1
8.76,3.25,1.19,1.15,K1IIICNp...,16.319416,0
5.9,6.27,0.85,1.069,G9III,14.886337,0
6.87,5.89,0.61,0.316,A3V+...,15.720576,1
8.86,1.66,1.25,0.166,B9V,14.96054,1
9.7,0.22,1.41,0.41,B2V:,11.412113,1
6.15,2.93,0.82,1.652,M0III,13.484339,0
8.79,4.44,0.87,0.11,A0IV,17.026915,1
8.81,6.34,1.65,1.257,K2II,17.820446,0
8.08,7.86,0.67,0.486,F3/F5V,17.557114,1
5.56,6.9,0.72,-0.018,A0III,14.754246,0
9.55,0.11,1.56,0.504,A2IV/V,9.756964,1
8.21,3.67,1.12,1.013,G8III,16.033329,0
8.71,-1.32,1.22,0.449,B1V,14.31287,1
6.98,1.64,0.92,0.006,B0.5IV,13.054219,1
8.89,2.38,1.14,1.067,K1III,15.772885,0
8.05,14.15,1.0,0.491,F5V,18.803783,1
8.34,2.15,0.89,0.017,B9.5V,15.0021925,1
9.0,4.5,1.12,1.147,K0III,17.266064,0
6.01,10.42,0.78,0.981,K0III,16.099339,0
6.82,6.73,0.7,1.238,K3III,15.960075,0
6.36,4.52,0.46,0.799,G0V,14.635693,1
9.53,8.22,1.35,0.537,G0V,19.104359,1
9.06,10.74,1.37,0.687,G3V,19.215023,1
9.12,1.37,0.8,1.197,K2III,14.803602,0
8.1,1.27,0.69,-0.032,B9III,13.619019,0
8.66,3.83,0.72,0.482,F5IV/V,16.575993,1
8.32,4.07,1.03,0.95,G8III/IV,16.367971,1
9.22,7.0,0.84,0.506,F6/F7V,18.445492,1
8.53,0.3,0.86,1.315,K3II/III,10.9156065,0
6.33,9.83,0.95,1.15,K2III,16.292767,0
8.45,9.16,1.12,0.483,F5V,18.259476,1
5.62,11.9,0.73,0.956,K0III,15.997735,0
8.29,2.65,1.29,0.044,B9II/III,15.406229,0
7.85,9.31,0.96,0.299,A9V,17.694748,1
7.1,6.64,0.55,1.096,K0III,16.21084,0
8.82,8.25,1.56,0.555,F6V,18.40227,1
8.64,1.5,1.04,1.606,K5III,14.520456,0
5.88,4.11,0.75,1.49,K5III,13.949209,0
8.1,3.08,1.05,1.565,K5III,15.542753,0
8.16,-0.18,1.31,-0.024,B9V,9.436362,1
7.96,2.95,0.82,0.973,K0IIICN...,15.309111,0
8.75,17.89,0.94,0.676,G5V,20.01305,1
7.62,7.21,0.75,0.04,A1V,16.909676,1
10.17,2.27,1.55,-0.025,B9III,16.950129,0
8.69,18.12,1.19,0.678,G5V,19.98079,1
5.49,12.67,0.75,0.02,A0Vn,16.003883,1
8.84,6.77,1.28,0.458,F2V,17.992943,1
10.82,-1.05,1.37,0.039,A0Ia,15.925946,0
9.2,4.23,1.23,0.784,G6V,17.331703,1
8.74,2.28,1.21,1.088,G8/K0III,15.529675,0
8.77,0.33,0.77,1.603,M1III,11.36257,0
8.81,13.51,1.14,0.653,G5V,19.463276,1
7.34,16.24,1.35,0.534,F8V,18.392931,1
8.37,4.54,0.9,0.439,F3IV/V,16.65528,1
5.57,12.75,0.85,1.105,K2III:,16.097551,0
9.16,27.61,1.28,1.057,K5V,21.365332,1
6.66,3.5,0.61,1.118,G8IIICN...,14.380341,0
9.04,3.09,1.96,0.09,B9.5V,16.489792,1
4.84,5.86,0.73,1.476,K4III,13.679488,0
8.72,3.73,1.47,1.279,K0III,16.578545,0
8.45,2.83,1.16,1.086,K1III,15.708932,0
4.05,51.4,0.49,0.413,F5III,17.604816,0
8.52,2.68,1.29,0.152,B9V,15.660675,1
4.42,10.68,0.83,1.366,K3III,14.562856,0
9.64,1.46,1.63,0.214,B6Ib/II,15.461765,0
7.6,9.17,1.07,0.398,F2IV,17.411846,1
9.09,3.39,1.33,0.408,F3IV/V,16.741,1
8.23,2.19,1.02,1.541,M2/M3III,14.93222,0
8.74,1.67,1.16,0.873,G5/G6III,14.853582,0
7.42,0.7,0.92,1.557,K4III,11.645491,0
5.87,28.97,0.52,0.447,F5V:,18.17974,1
9.8,15.59,1.52,0.824,G8/K0V,20.764233,1
5.71,21.15,0.72,0.507,F5V,17.336552,1
8.39,4.48,0.82,0.323,F0V,16.646389,1
8.56,14.05,0.67,0.548,F8IV/V,19.298382,1
7.88,0.87,0.73,0.022,A0IV,12.577597,1
8.11,9.53,0.71,0.326,F2IV,18.005463,1
7.35,0.62,0.68,0.022,A0II,11.311958,0
9.74,10.54,5.28,0.465,F2IV,19.854202,1
8.59,2.9,0.7,0.083,B9V,15.901991,1
5.81,2.37,0.5,1.551,K3III,12.683742,0
7.92,3.48,0.58,0.985,K0III,15.627896,0
7.02,-1.57,0.86,0.287,A3Ib,12.999498,0
8.9,0.46,2.82,0.103,A1V,12.213789,1
9.36,8.63,1.34,0.6,G3V,19.040054,1
8.99,1.61,1.23,1.031,K0III,15.024129,0
8.72,2.35,1.04,1.015,K0III,15.57534,0
8.1,2.34,0.95,0.148,A2IV/V,14.946079,1
7.88,2.94,0.85,1.287,K2III,15.221737,0
9.27,4.69,1.23,0.569,F6V,17.625866,1
6.13,9.83,0.64,1.129,K1III,16.092768,0
8.29,3.95,1.47,0.228,A5/A6IV,16.272985,1
6.8,6.06,0.55,1.044,K0III,15.712363,0
8.57,2.24,1.02,1.459,K3III,15.321239,0
6.83,1.89,0.6,1.621,M3III,13.212309,0
7.35,5.69,0.8,1.03,K0III,16.12556,0
8.63,8.25,1.21,0.564,G0V,18.212269,1
5.89,10.94,0.55,1.136,K1IIICN...,16.085085,0
8.97,2.26,1.12,1.294,K2III,15.740542,0
5.63,5.38,0.57,1.548,M0III,14.283912,0
6.57,16.2,1.87,0.363,F2V,17.617575,1
7.49,3.47,0.95,1.513,K4III,15.191647,0
6.9,11.6,0.97,0.47,F7V,17.22229,1
6.85,4.67,0.65,0.002,A0V,15.196585,1
8.37,2.37,0.74,0.007,B8V,15.243742,1
8.43,4.49,0.88,1.12,K0III,16.69123,0
8.62,3.1,1.11,0.18,B9III,16.076809,0
8.68,7.56,1.11,0.321,F0III,18.072609,0
8.82,19.22,0.79,0.624,G2V,20.238766,1
9.25,6.67,1.26,0.53,F6/F7V,18.370628,1
8.67,1.12,1.15,0.008,B1V:npe,13.91609,1
3.61,20.45,0.79,-0.1,B8Vn,15.163466,1
6.74,7.57,0.92,-0.068,B9IV,16.135479,1
7.26,4.45,0.69,1.668,K3III,15.501801,0
8.77,11.23,1.29,0.424,F3V,19.0219,1
4.73,9.46,0.7,1.532,K4III,14.609455,0
8.0,11.48,1.21,0.407,F3V,18.29971,1
7.39,1.76,0.91,1.468,K4III,13.617563,0
9.4,0.66,1.35,0.457,F0V,13.497719,1
9.06,1.06,0.94,1.688,K5III:,14.186529,0
8.16,0.74,0.81,1.015,G6III,12.506159,0
7.93,7.33,0.75,0.378,F2V,17.25552,1
6.9,5.94,0.53,-0.077,B9.5V,15.768932,1
8.96,8.54,1.09,0.584,F0V,18.61729,1
5.93,7.86,0.5,0.656,F7IV,15.407112,1
8.72,11.59,0.89,0.656,G2/G3V,19.040417,1
6.09,6.79,0.83,-0.035,A0Vs,15.24935,1
6.54,11.11,0.84,0.51,F6IV/V,16.76857,1
4.83,36.99,1.76,0.447,F5V,17.670422,1
8.01,4.29,1.94,0.187,A0IV/V,16.172287,1
8.81,9.74,1.26,0.46,F3V,18.752796,1
7.68,17.08,0.85,0.448,F5V,18.84244,1
6.82,6.22,0.97,0.969,K0III,15.788952,0
6.53,6.79,0.9,1.025,G9III,15.68935,0
7.64,3.59,0.64,-0.082,B8II,15.415472,0
8.07,5.24,1.16,0.934,G8III-IVp,16.666656,1
7.03,2.26,0.77,1.588,M0III,13.800543,0
7.25,18.68,0.67,0.849,K0IV,18.606884,1
9.77,-1.15,1.61,0.162,B8V,15.073489,1
9.98,4.65,1.75,0.642,G3/G5V:,18.317265,1
7.79,3.52,0.97,1.23,K0III,15.522713,0
9.06,4.15,1.0,1.168,K1III,17.150242,0
8.97,1.87,1.36,1.27,K1III,15.329208,0
9.66,5.31,1.77,0.691,G2V,18.285473,1
8.51,4.52,3.3,0.691,B5V,16.785692,1
7.7,1.11,0.73,-0.058,A0III,12.926615,0
8.07,2.49,1.0,1.006,G8II/III,15.050997,0
